Brand,Store Number,Ownership Type,City,State/Province,Country,Postcode,Longitude,Latitude,New_Country_Code,Avg_Temp_celcius,Continent
Starbucks,5949-249209,Company Owned,Temecula,CA,US,92590,-117.16,33.52,USA,7.939524,North America
Starbucks,6746-77940,Company Owned,Temple City,CA,US,91780,-118.07,34.1,USA,7.939524,North America
Starbucks,5628-197744,Company Owned,Thousand Oaks,CA,US,91377,-118.79,34.18,USA,7.939524,North America
Starbucks,8746-94662,Company Owned,Thousand Oaks,CA,US,91360,-118.87,34.2,USA,7.939524,North America
Starbucks,74939-99028,Licensed,Thousand Oaks,CA,US,91360,-118.87,34.2,USA,7.939524,North America
Starbucks,74123-25647,Licensed,Thousand Oaks,CA,US,91362,-118.84,34.21,USA,7.939524,North America
Starbucks,17656-175784,Company Owned,Thousand Oaks,CA,US,91362,-118.86,34.18,USA,7.939524,North America
Starbucks,76897-131630,Licensed,Thousand Oaks,CA,US,91320,-118.93,34.19,USA,7.939524,North America
Starbucks,19684-200324,Company Owned,Thousand Oaks,CA,US,91360,-118.89,34.18,USA,7.939524,North America
Starbucks,22799-210125,Licensed,Thousand Oaks,CA,US,91360,-118.87,34.23,USA,7.939524,North America
Teavana,28593-249827,Company Owned,THOUSAND OAKS,CA,US,91360,-118.89,34.18,USA,7.939524,North America
Starbucks,5445-863,Company Owned,Thousand Oaks,CA,US,91362,-118.82,34.16,USA,7.939524,North America
Starbucks,5492-1614,Company Owned,Thousand Oaks,CA,US,91362,-118.84,34.21,USA,7.939524,North America
Starbucks,8785-238824,Company Owned,Thousand Oaks,CA,US,91320,-118.91,34.19,USA,7.939524,North America
Starbucks,5830-159944,Company Owned,Thousand Oaks,CA,US,91320,-118.94,34.19,USA,7.939524,North America
Starbucks,9790-98069,Company Owned,Thousand Oaks,CA,US,91320,-118.92,34.18,USA,7.939524,North America
Starbucks,5219-423,Company Owned,Thousand Oaks,CA,US,91360,-118.88,34.18,USA,7.939524,North America
Starbucks,5720-5663,Company Owned,Torrance,CA,US,90503,-118.37,33.86,USA,7.939524,North America
Starbucks,5651-1915,Company Owned,Torrance,CA,US,90501,-118.3,33.86,USA,7.939524,North America
Starbucks,5246-316,Company Owned,Torrance,CA,US,90505,-118.37,33.81,USA,7.939524,North America
Starbucks,75867-86520,Licensed,Torrance,CA,US,90503,-118.35,33.84,USA,7.939524,North America
Starbucks,524-468,Company Owned,Torrance,CA,US,90505,-118.33,33.8,USA,7.939524,North America
Starbucks,6687-69960,Company Owned,Torrance,CA,US,90504,-118.34,33.87,USA,7.939524,North America
Starbucks,74511-25707,Licensed,Torrance,CA,US,90505,-118.33,33.8,USA,7.939524,North America
Starbucks,6856-82370,Company Owned,Torrance,CA,US,90502,-118.3,33.83,USA,7.939524,North America
Starbucks,656-219067,Company Owned,Torrance,CA,US,90503,-118.35,33.83,USA,7.939524,North America
Starbucks,5714-7927,Company Owned,Torrance,CA,US,90503,-118.36,33.84,USA,7.939524,North America
Teavana,28238-250164,Company Owned,Torrance,CA,US,90503,-118.35,33.83,USA,7.939524,North America
Starbucks,6802-81661,Company Owned,Torrance,CA,US,90505,-118.36,33.83,USA,7.939524,North America
Starbucks,6656-71400,Company Owned,Torrance,CA,US,90501,-118.33,33.82,USA,7.939524,North America
Starbucks,5551-1764,Company Owned,Torrance,CA,US,90505,-118.35,33.81,USA,7.939524,North America
Starbucks,10819-102571,Company Owned,Torrance,CA,US,90503,-118.35,33.83,USA,7.939524,North America
Starbucks,5859-27698,Company Owned,Torrance,CA,US,90504,-118.35,33.87,USA,7.939524,North America
Starbucks,29628-254251,Licensed,Torrance,CA,US,90505,-118.35,33.83,USA,7.939524,North America
Starbucks,6849-79123,Company Owned,Torrance,CA,US,90505,-118.33,33.79,USA,7.939524,North America
Starbucks,5875-30419,Company Owned,Tracy,CA,US,95376,-121.45,37.74,USA,7.939524,North America
Starbucks,6730-77182,Company Owned,Tracy,CA,US,95304,-121.47,37.76,USA,7.939524,North America
Starbucks,76367-97088,Licensed,Tracy,CA,US,95304,-121.46,37.76,USA,7.939524,North America
Starbucks,74327-79060,Licensed,Tracy,CA,US,95376,-121.45,37.74,USA,7.939524,North America
Starbucks,8981-95207,Company Owned,Tracy,CA,US,95376,-121.43,37.76,USA,7.939524,North America
Starbucks,15641-151226,Company Owned,Tracy,CA,US,95376,-121.43,37.71,USA,7.939524,North America
Starbucks,75409-102324,Licensed,Travis AFB,CA,US,94535,-121.95,38.27,USA,7.939524,North America
Starbucks,5228-374,Company Owned,Truckee,CA,US,96161,-120.21,39.33,USA,7.939524,North America
Starbucks,75864-98266,Licensed,Truckee,CA,US,96161,-120.12,39.28,USA,7.939524,North America
Starbucks,79651-115127,Licensed,Truckee,CA,US,96161,-120.21,39.33,USA,7.939524,North America
Starbucks,74887-99591,Licensed,Tujunga,CA,US,91042,-118.3,34.26,USA,7.939524,North America
Starbucks,47590-258972,Licensed,Tujunga,CA,US,91042,-118.27,34.24,USA,7.939524,North America
Starbucks,6743-78586,Company Owned,Tulare,CA,US,93274,-119.33,36.23,USA,7.939524,North America
Starbucks,76813-111365,Licensed,Tulare,CA,US,93274,-119.32,36.23,USA,7.939524,North America
Starbucks,11470-105119,Company Owned,Turlock,CA,US,95380,-120.88,37.52,USA,7.939524,North America
Starbucks,8643-84961,Company Owned,Turlock,CA,US,95380,-120.85,37.48,USA,7.939524,North America
Starbucks,11242-103576,Company Owned,Turlock,CA,US,95380,-120.87,37.49,USA,7.939524,North America
Starbucks,9867-98125,Company Owned,Turlock,CA,US,95380,-120.83,37.5,USA,7.939524,North America
Starbucks,6928-87651,Company Owned,Turlock,CA,US,95382,-120.85,37.52,USA,7.939524,North America
Starbucks,5891-33499,Company Owned,Turlock,CA,US,95380,-120.88,37.52,USA,7.939524,North America
Starbucks,79703-125804,Licensed,Turlock,CA,US,95380,-120.88,37.52,USA,7.939524,North America
Starbucks,76729-97571,Licensed,Tustin,CA,US,92782,-117.83,33.7,USA,7.939524,North America
Starbucks,29895-254545,Licensed,Tustin,CA,US,92780,-117.81,33.75,USA,7.939524,North America
Starbucks,6475-60801,Company Owned,Tustin,CA,US,92780,-117.82,33.73,USA,7.939524,North America
Starbucks,20537-206365,Company Owned,Tustin,CA,US,92780,-117.84,33.72,USA,7.939524,North America
Starbucks,552-494,Company Owned,Tustin,CA,US,92780,-117.82,33.74,USA,7.939524,North America
Starbucks,11028-87826,Company Owned,Tustin,CA,US,92782,-117.79,33.72,USA,7.939524,North America
Starbucks,9256-95342,Company Owned,Tustin,CA,US,92780,-117.83,33.72,USA,7.939524,North America
Starbucks,21925-156786,Licensed,Tustin,CA,US,92782,-117.79,33.73,USA,7.939524,North America
Starbucks,5506-746,Company Owned,Tustin,CA,US,92780,-117.83,33.76,USA,7.939524,North America
Starbucks,15782-152241,Licensed,Twentynine Palms,CA,US,92278,-116.06,34.24,USA,7.939524,North America
Starbucks,9260-75007,Company Owned,Ukiah,CA,US,95482,-123.2,39.15,USA,7.939524,North America
Starbucks,11602-104087,Company Owned,Ukiah,CA,US,95482,-123.2,39.13,USA,7.939524,North America
Starbucks,74858-99550,Licensed,Ukiah,CA,US,95482,-123.21,39.14,USA,7.939524,North America
Starbucks,5653-2444,Company Owned,Union City,CA,US,94587,-122.07,37.6,USA,7.939524,North America
Starbucks,5887-27867,Company Owned,Union City,CA,US,94587,-122.02,37.59,USA,7.939524,North America
Starbucks,74927-101840,Licensed,Union City,CA,US,94587,-122.02,37.59,USA,7.939524,North America
Starbucks,11167-95963,Company Owned,Union City,CA,US,94587,-122.07,37.59,USA,7.939524,North America
Starbucks,13231-105926,Company Owned,Union City,CA,US,94587,-122.02,37.61,USA,7.939524,North America
Starbucks,27774-238927,Licensed,Universal City,CA,US,91608,-118.36,34.14,USA,7.939524,North America
Starbucks,23352-223786,Licensed,Universal City,CA,US,91608,-118.36,34.14,USA,7.939524,North America
Starbucks,75557-71180,Licensed,Universal City,CA,US,91608,-118.35,34.14,USA,7.939524,North America
Starbucks,6428-39980,Company Owned,Upland,CA,US,91786,-117.67,34.11,USA,7.939524,North America
Starbucks,49572-267936,Licensed,Upland,CA,US,91784,-117.64,34.13,USA,7.939524,North America
Starbucks,74589-83729,Licensed,Upland,CA,US,91786,-117.65,34.11,USA,7.939524,North America
Starbucks,8858-94195,Company Owned,Upland,CA,US,91784,-117.64,34.13,USA,7.939524,North America
Starbucks,76304-90543,Licensed,Upland,CA,US,91784,-117.64,34.13,USA,7.939524,North America
Starbucks,76128-88892,Licensed,Vacaville,CA,US,95687,-121.96,38.36,USA,7.939524,North America
Starbucks,22824-210105,Company Owned,Vacaville,CA,US,95687,-121.95,38.37,USA,7.939524,North America
Starbucks,5690-3200,Company Owned,Vacaville,CA,US,95688,-121.99,38.35,USA,7.939524,North America
Starbucks,22255-218825,Company Owned,Vacaville,CA,US,95688,-121.96,38.37,USA,7.939524,North America
Starbucks,74455-83284,Licensed,Vacaville,CA,US,95687,-121.96,38.36,USA,7.939524,North America
Starbucks,49318-268204,Company Owned,Vacaville,CA,US,95687,-121.95,38.35,USA,7.939524,North America
Starbucks,22947-151104,Company Owned,Vacaville,CA,US,95687,-121.93,38.38,USA,7.939524,North America
Starbucks,6457-61519,Company Owned,Vacaville,CA,US,95687,-122.0,38.34,USA,7.939524,North America
Starbucks,9821-94574,Company Owned,Vacaville,CA,US,95687,-121.98,38.35,USA,7.939524,North America
Starbucks,5305-457,Company Owned,Valencia,CA,US,91354,-118.55,34.45,USA,7.939524,North America
Teavana,28305-249857,Company Owned,Valencia,CA,US,91355,-118.56,34.42,USA,7.939524,North America
Starbucks,76363-97160,Licensed,Valencia,CA,US,91355,-118.56,34.42,USA,7.939524,North America
Starbucks,26825-235454,Licensed,Valencia,CA,US,91355,-118.56,34.42,USA,7.939524,North America
Starbucks,74506-25650,Licensed,Valencia,CA,US,91355,-118.57,34.39,USA,7.939524,North America
Starbucks,9871-98346,Company Owned,Valencia,CA,US,91355,-118.58,34.42,USA,7.939524,North America
Starbucks,6902-85300,Company Owned,Valencia,CA,US,91355,-118.59,34.43,USA,7.939524,North America
Starbucks,74932-101857,Licensed,Vallejo,CA,US,94591,-122.21,38.08,USA,7.939524,North America
Starbucks,5926-30619,Company Owned,Vallejo,CA,US,94591,-122.22,38.13,USA,7.939524,North America
Starbucks,23719-232504,Licensed,Vallejo,CA,US,94591,-122.22,38.13,USA,7.939524,North America
Starbucks,74978-101844,Licensed,Vallejo,CA,US,94591,-122.23,38.13,USA,7.939524,North America
Starbucks,9999-99145,Company Owned,Vallejo,CA,US,94590,-122.23,38.08,USA,7.939524,North America
Starbucks,22600-222464,Company Owned,Vallejo,CA,US,94589,-122.26,38.13,USA,7.939524,North America
Starbucks,5856-27887,Company Owned,Vallejo,CA,US,94591,-122.23,38.09,USA,7.939524,North America
Starbucks,22340-195364,Licensed,Valley Center,CA,US,92082,-116.95,33.27,USA,7.939524,North America
Starbucks,10671-101484,Company Owned,Valley Springs,CA,US,95252,-120.82,38.19,USA,7.939524,North America
Starbucks,6610-66080,Company Owned,Valley Village,CA,US,91607,-118.4,34.16,USA,7.939524,North America
Starbucks,20895-192164,Company Owned,Valley Village,CA,US,91607,-118.4,34.17,USA,7.939524,North America
Starbucks,18373-179549,Licensed,Van Nuys,CA,US,91401,-118.45,34.17,USA,7.939524,North America
Starbucks,6961-88003,Company Owned,Van Nuys,CA,US,91406,-118.47,34.2,USA,7.939524,North America
Starbucks,75102-34499,Licensed,Van Nuys,CA,US,91406,-118.47,34.22,USA,7.939524,North America
Starbucks,19305-195844,Company Owned,Van Nuys,CA,US,91406,-118.5,34.22,USA,7.939524,North America
Starbucks,23369-229524,Company Owned,Van Nuys,CA,US,91405,-118.45,34.2,USA,7.939524,North America
Starbucks,15580-141904,Licensed,Van Nuys,CA,US,91411,-118.47,34.17,USA,7.939524,North America
Starbucks,6630-71280,Company Owned,Van Nuys,CA,US,91401,-118.45,34.17,USA,7.939524,North America
Starbucks,9456-96474,Company Owned,Van Nuys,CA,US,91406,-118.51,34.21,USA,7.939524,North America
Starbucks,20338-204605,Licensed,Van Nuys,CA,US,91405,-118.46,34.21,USA,7.939524,North America
Starbucks,20538-186785,Licensed,Venice,CA,US,90291,-118.46,34.0,USA,7.939524,North America
Starbucks,6826-40766,Company Owned,Ventura,CA,US,93001,-119.29,34.28,USA,7.939524,North America
Starbucks,10855-102737,Company Owned,Ventura,CA,US,93003,-119.25,34.27,USA,7.939524,North America
Starbucks,6825-83251,Company Owned,Ventura,CA,US,93001,-119.27,34.26,USA,7.939524,North America
Starbucks,22181-214824,Licensed,Ventura,CA,US,93003,-119.21,34.26,USA,7.939524,North America
Starbucks,5538-1773,Company Owned,Ventura,CA,US,93003,-119.24,34.26,USA,7.939524,North America
Starbucks,6595-40765,Company Owned,Ventura,CA,US,93003,-119.21,34.28,USA,7.939524,North America
Starbucks,76891-127001,Licensed,Ventura,CA,US,93003,-119.25,34.27,USA,7.939524,North America
Starbucks,74377-90502,Licensed,Ventura,CA,US,93003,-119.26,34.27,USA,7.939524,North America
Starbucks,75982-107258,Licensed,Ventura,CA,US,93003,-119.21,34.26,USA,7.939524,North America
Starbucks,9342-95607,Company Owned,Ventura,CA,US,93003,-119.23,34.26,USA,7.939524,North America
Starbucks,79507-103369,Licensed,Ventura,CA,US,93001,-119.3,34.28,USA,7.939524,North America
Starbucks,74391-90572,Licensed,Ventura,CA,US,93003,-119.21,34.28,USA,7.939524,North America
Starbucks,5227-424,Company Owned,Ventura,CA,US,93003,-119.21,34.26,USA,7.939524,North America
Starbucks,26191-243770,Company Owned,Victorville,CA,US,92395,-117.32,34.51,USA,7.939524,North America
Starbucks,11466-105236,Company Owned,Victorville,CA,US,92395,-117.34,34.47,USA,7.939524,North America
Starbucks,5903-34379,Company Owned,Victorville,CA,US,92392,-117.35,34.47,USA,7.939524,North America
Starbucks,74873-96290,Licensed,Victorville,CA,US,92395,-117.29,34.47,USA,7.939524,North America
Starbucks,11472-105237,Company Owned,Victorville,CA,US,92392,-117.33,34.51,USA,7.939524,North America
Starbucks,10672-101357,Company Owned,Victorville,CA,US,92394,-117.33,34.52,USA,7.939524,North America
Starbucks,11748-106190,Company Owned,Victorville,CA,US,92392,-117.35,34.47,USA,7.939524,North America
Starbucks,5400-1180,Company Owned,Visalia,CA,US,93291,-119.29,36.33,USA,7.939524,North America
Starbucks,6641-71320,Company Owned,Visalia,CA,US,93277,-119.35,36.31,USA,7.939524,North America
Starbucks,24586-235448,Licensed,Visalia,CA,US,93277,-119.32,36.29,USA,7.939524,North America
Starbucks,10146-99405,Company Owned,Visalia,CA,US,93277,-119.31,36.32,USA,7.939524,North America
Starbucks,11243-103657,Company Owned,Visalia,CA,US,93277,-119.31,36.29,USA,7.939524,North America
Starbucks,10147-99688,Company Owned,Visalia,CA,US,93277,-119.33,36.3,USA,7.939524,North America
Starbucks,76984-136846,Licensed,Visalia,CA,US,93291,-119.3,36.36,USA,7.939524,North America
Starbucks,11103-102836,Company Owned,Visalia,CA,US,93277,-119.33,36.33,USA,7.939524,North America
Starbucks,20226-199645,Company Owned,Visalia,CA,US,93277,-119.32,36.31,USA,7.939524,North America
Starbucks,6898-85301,Company Owned,Visalia,CA,US,93291,-119.35,36.34,USA,7.939524,North America
Starbucks,3875-101566,Licensed,Vista,CA,US,92081,-117.23,33.13,USA,7.939524,North America
Starbucks,11339-104232,Company Owned,Vista,CA,US,92083,-117.22,33.16,USA,7.939524,North America
Starbucks,10008-98261,Company Owned,Vista,CA,US,92084,-117.23,33.22,USA,7.939524,North America
Starbucks,6676-72627,Company Owned,Vista,CA,US,92083,-117.24,33.2,USA,7.939524,North America
Starbucks,73528-53300,Licensed,Vista,CA,US,92081,-117.25,33.17,USA,7.939524,North America
Starbucks,25589-241487,Company Owned,Vista,CA,US,92081,-117.23,33.13,USA,7.939524,North America
Starbucks,23262-220424,Company Owned,Vista,CA,US,92083,-117.22,33.17,USA,7.939524,North America
Starbucks,5838-26868,Company Owned,Vista,CA,US,92081,-117.25,33.19,USA,7.939524,North America
Starbucks,14837-116964,Company Owned,Vista,CA,US,92081,-117.24,33.15,USA,7.939524,North America
Starbucks,23194-224845,Company Owned,Vista,CA,US,92083,-117.28,33.19,USA,7.939524,North America
Starbucks,25770-242386,Company Owned,Vista,CA,US,92083,-117.24,33.19,USA,7.939524,North America
Starbucks,76750-107987,Licensed,Vista,CA,US,92083,-117.21,33.17,USA,7.939524,North America
Starbucks,6803-41819,Company Owned,Walnut,CA,US,91789,-117.84,34.03,USA,7.939524,North America
Starbucks,17655-168485,Company Owned,Walnut,CA,US,91789,-117.86,34.01,USA,7.939524,North America
Teavana,29085-251986,Company Owned,Walnut Creek,CA,US,94596,-122.06,37.9,USA,7.939524,North America
Starbucks,74122-24427,Licensed,Walnut Creek,CA,US,94598,-122.05,37.93,USA,7.939524,North America
Starbucks,74422-24530,Licensed,Walnut Creek,CA,US,94596,-122.06,37.9,USA,7.939524,North America
Starbucks,5990-34479,Company Owned,Walnut Creek,CA,US,94596,-122.06,37.9,USA,7.939524,North America
Starbucks,25516-239324,Company Owned,Walnut Creek,CA,US,94598,-122.02,37.93,USA,7.939524,North America
Starbucks,76510-99355,Licensed,Walnut Creek,CA,US,94596,-122.06,37.9,USA,7.939524,North America
Starbucks,5259-400,Company Owned,Walnut Creek,CA,US,94598,-122.04,37.93,USA,7.939524,North America
Starbucks,581-224766,Company Owned,Walnut Creek,CA,US,94596,-122.06,37.9,USA,7.939524,North America
Starbucks,5937-45439,Company Owned,Walnut Creek,CA,US,94597,-122.06,37.93,USA,7.939524,North America
Starbucks,5768-13280,Company Owned,Walnut Creek,CA,US,94597,-122.09,37.92,USA,7.939524,North America
Starbucks,17417-164525,Licensed,Walnut Creek,CA,US,94596,-122.06,37.89,USA,7.939524,North America
Starbucks,15167-152425,Company Owned,Walnut Creek,CA,US,94597,-122.05,37.93,USA,7.939524,North America
Starbucks,5624-1943,Company Owned,Walnut Creek,CA,US,94596,-122.06,37.9,USA,7.939524,North America
Starbucks,22549-171406,Company Owned,Walnut Creek,CA,US,94596,-122.06,37.89,USA,7.939524,North America
Starbucks,47978-253168,Licensed,Walnut Creek,CA,US,94598,-122.02,37.93,USA,7.939524,North America
Starbucks,21563-211784,Company Owned,Walnut Creek,CA,US,94596,-122.06,37.9,USA,7.939524,North America
Starbucks,5655-1927,Company Owned,Watsonville,CA,US,95076,-121.77,36.92,USA,7.939524,North America
Starbucks,76668-99366,Licensed,Watsonville,CA,US,95076,-121.77,36.92,USA,7.939524,North America
Starbucks,72776-73881,Licensed,Weaverville,CA,US,96093,-122.93,40.72,USA,7.939524,North America
Starbucks,76893-102970,Licensed,West covina,CA,US,91792,-117.91,34.03,USA,7.939524,North America
Starbucks,76509-99294,Licensed,West Covina,CA,US,91791,-117.89,34.07,USA,7.939524,North America
Starbucks,6744-77941,Company Owned,West Covina,CA,US,91790,-117.93,34.07,USA,7.939524,North America
Starbucks,10226-98369,Company Owned,West Covina,CA,US,91792,-117.91,34.04,USA,7.939524,North America
Starbucks,11031-95816,Company Owned,West Covina,CA,US,91791,-117.88,34.07,USA,7.939524,North America
Starbucks,5759-5899,Company Owned,West Hills,CA,US,91307,-118.62,34.19,USA,7.939524,North America
Starbucks,74573-80139,Licensed,West Hills,CA,US,91307,-118.64,34.19,USA,7.939524,North America
Starbucks,563-505,Company Owned,West Hills,CA,US,91307,-118.64,34.19,USA,7.939524,North America
Starbucks,20788-208089,Licensed,West Hills,CA,US,91307,-118.62,34.19,USA,7.939524,North America
Starbucks,47263-244530,Licensed,West Hills,CA,US,91307,-118.63,34.19,USA,7.939524,North America
Starbucks,3575-126987,Licensed,West Hollywood,CA,US,90069,-118.39,34.08,USA,7.939524,North America
Starbucks,5232-248024,Company Owned,West Hollywood,CA,US,90069,-118.39,34.08,USA,7.939524,North America
Starbucks,5871-30359,Company Owned,West Hollywood,CA,US,90048,-118.38,34.08,USA,7.939524,North America
Starbucks,633-351,Company Owned,West Hollywood,CA,US,90069,-118.38,34.09,USA,7.939524,North America
Starbucks,5350-902,Company Owned,West Hollywood,CA,US,90069,-118.37,34.1,USA,7.939524,North America
Starbucks,6512-60520,Company Owned,West Hollywood,CA,US,90046,-118.36,34.09,USA,7.939524,North America
Starbucks,6729-74640,Company Owned,West Hollywood,CA,US,90046,-118.34,34.09,USA,7.939524,North America
Starbucks,5738-10772,Company Owned,West Los Angeles,CA,US,90025,-118.45,34.05,USA,7.939524,North America
Starbucks,5213-293,Company Owned,West Los Angeles,CA,US,90025,-118.46,34.04,USA,7.939524,North America
Starbucks,6986-72684,Company Owned,West Sacramento,CA,US,95691,-121.54,38.55,USA,7.939524,North America
Starbucks,10349-98256,Company Owned,West Sacramento,CA,US,95691,-121.58,38.57,USA,7.939524,North America
Starbucks,76746-106450,Licensed,West Sacramento,CA,US,95691,-121.54,38.55,USA,7.939524,North America
Starbucks,6724-74980,Company Owned,West Sacramento,CA,US,95605,-121.55,38.59,USA,7.939524,North America
Starbucks,14211-113350,Company Owned,Westchester,CA,US,90045,-118.4,33.96,USA,7.939524,North America
Starbucks,559-501,Company Owned,Westlake,CA,US,91361,-118.83,34.15,USA,7.939524,North America
Starbucks,21573-205865,Licensed,Westlake Village,CA,US,91362,-118.82,34.18,USA,7.939524,North America
Starbucks,76797-108113,Licensed,Westminster,CA,US,92683,-118.01,33.75,USA,7.939524,North America
Starbucks,5309-585,Company Owned,Westminster,CA,US,92683,-117.99,33.73,USA,7.939524,North America
Starbucks,6800-80380,Company Owned,Westminster,CA,US,92683,-118.01,33.77,USA,7.939524,North America
Starbucks,74724-96537,Licensed,Westminster,CA,US,92683,-117.99,33.72,USA,7.939524,North America
Starbucks,19353-183744,Company Owned,Westminster,CA,US,92683,-118.01,33.74,USA,7.939524,North America
Starbucks,29832-255224,Licensed,Westminster,CA,US,92683,-117.99,33.72,USA,7.939524,North America
Starbucks,6990-15917,Company Owned,Westminster,CA,US,92683,-117.99,33.76,USA,7.939524,North America
Starbucks,6828-83041,Company Owned,Westminster,CA,US,92683,-118.02,33.76,USA,7.939524,North America
Starbucks,5567-1752,Company Owned,Westwood,CA,US,90025,-118.44,34.05,USA,7.939524,North America
Starbucks,79355-103604,Licensed,Westwood,CA,US,90024,-118.44,34.06,USA,7.939524,North America
Starbucks,5507-1460,Company Owned,Whittier,CA,US,90601,-118.04,33.98,USA,7.939524,North America
Starbucks,76398-95640,Licensed,Whittier,CA,US,90603,-118.0,33.94,USA,7.939524,North America
Starbucks,9351-95997,Company Owned,Whittier,CA,US,90606,-118.05,33.97,USA,7.939524,North America
Starbucks,5680-182264,Company Owned,Whittier,CA,US,90605,-118.01,33.95,USA,7.939524,North America
Starbucks,9452-218446,Company Owned,Whittier,CA,US,90601,-118.06,34.0,USA,7.939524,North America
Starbucks,26334-244304,Company Owned,Whittier,CA,US,90606,-118.06,33.99,USA,7.939524,North America
Starbucks,74921-101340,Licensed,Whittier,CA,US,90603,-117.99,33.94,USA,7.939524,North America
Starbucks,8657-94407,Company Owned,Whittier,CA,US,90605,-118.03,33.96,USA,7.939524,North America
Starbucks,6554-64459,Company Owned,Wildomar,CA,US,92595,-117.24,33.6,USA,7.939524,North America
Starbucks,73558-64899,Licensed,Wildomar,CA,US,92595,-117.24,33.6,USA,7.939524,North America
Starbucks,10431-100556,Company Owned,Wildomar,CA,US,92595,-117.25,33.59,USA,7.939524,North America
Starbucks,79504-101843,Licensed,Willits,CA,US,95490,-123.35,39.4,USA,7.939524,North America
Starbucks,3422-93760,Company Owned,Willows,CA,US,95988,-122.21,39.53,USA,7.939524,North America
Starbucks,9290-95131,Company Owned,Winchester,CA,US,92596,-117.12,33.59,USA,7.939524,North America
Starbucks,14542-117506,Company Owned,Windsor,CA,US,95492,-122.82,38.55,USA,7.939524,North America
Starbucks,5233-238080,Company Owned,Windsor,CA,US,95492,-122.81,38.55,USA,7.939524,North America
Starbucks,74823-99514,Licensed,Windsor,CA,US,95492,-122.81,38.55,USA,7.939524,North America
Starbucks,22421-219665,Company Owned,Windsor,CA,US,95492,-122.79,38.53,USA,7.939524,North America
Starbucks,22254-218824,Company Owned,Woodland,CA,US,95776,-121.75,38.68,USA,7.939524,North America
Starbucks,6831-167846,Company Owned,Woodland,CA,US,95695,-121.8,38.68,USA,7.939524,North America
Starbucks,5740-156724,Company Owned,Woodland,CA,US,95776,-121.73,38.67,USA,7.939524,North America
Starbucks,76942-131146,Licensed,Woodland,CA,US,95776,-121.72,38.67,USA,7.939524,North America
Starbucks,21086-180308,Company Owned,Woodland Hills,CA,US,91367,-118.59,34.17,USA,7.939524,North America
Starbucks,76329-95471,Licensed,Woodland Hills,CA,US,91364,-118.58,34.17,USA,7.939524,North America
Starbucks,75653-88912,Licensed,Woodland Hills,CA,US,91367,-118.6,34.18,USA,7.939524,North America
Starbucks,10895-103501,Company Owned,Woodland Hills,CA,US,91364,-118.62,34.17,USA,7.939524,North America
Starbucks,5487-1616,Company Owned,Woodland Hills,CA,US,91364,-118.57,34.17,USA,7.939524,North America
Starbucks,585-305,Company Owned,Woodland Hills,CA,US,91367,-118.61,34.17,USA,7.939524,North America
Starbucks,5485-1517,Company Owned,Woodland Hills,CA,US,91367,-118.6,34.19,USA,7.939524,North America
Starbucks,9384-94268,Company Owned,Woodland Hills,CA,US,91367,-118.6,34.18,USA,7.939524,North America
Starbucks,18869-179006,Company Owned,Woodland Hills,CA,US,91364,-118.63,34.16,USA,7.939524,North America
Starbucks,11603-104000,Company Owned,Woodland Hills,CA,US,91364,-118.61,34.16,USA,7.939524,North America
Starbucks,5450-1464,Company Owned,Yorba Linda,CA,US,92886,-117.78,33.89,USA,7.939524,North America
Starbucks,6488-53879,Company Owned,Yorba Linda,CA,US,92886,-117.83,33.89,USA,7.939524,North America
Starbucks,21789-208624,Company Owned,Yreka,CA,US,96097,-122.65,41.7,USA,7.939524,North America
Starbucks,14131-108153,Company Owned,Yuba City,CA,US,95993,-121.64,39.13,USA,7.939524,North America
Starbucks,76332-95382,Licensed,Yuba City,CA,US,95991,-121.63,39.15,USA,7.939524,North America
Starbucks,6586-188144,Company Owned,Yuba City,CA,US,95991,-121.64,39.15,USA,7.939524,North America
Starbucks,10587-100780,Company Owned,Yuba City,CA,US,95991,-121.62,39.1,USA,7.939524,North America
Starbucks,14071-108147,Company Owned,Yuba City,CA,US,95993,-121.64,39.14,USA,7.939524,North America
Starbucks,9974-98559,Company Owned,Yucaipa,CA,US,92399,-117.12,34.03,USA,7.939524,North America
Starbucks,79654-108478,Licensed,YUCAIPA,CA,US,92399,-117.07,34.04,USA,7.939524,North America
Starbucks,6438-245084,Company Owned,Yucaipa,CA,US,92399,-117.06,34.03,USA,7.939524,North America
Starbucks,6829-82142,Company Owned,Yucca Valley,CA,US,92284,-116.4,34.13,USA,7.939524,North America
Starbucks,74491-96635,Licensed,Alamosa,CO,US,81101,-105.88,37.47,USA,7.939524,North America
Starbucks,10720-100167,Company Owned,Arvada,CO,US,80002,-105.11,39.8,USA,7.939524,North America
Starbucks,8757-93212,Company Owned,Arvada,CO,US,80003,-105.08,39.82,USA,7.939524,North America
Starbucks,74291-75247,Licensed,Arvada,CO,US,80003,-105.08,39.84,USA,7.939524,North America
Starbucks,5399-897,Company Owned,Arvada,CO,US,80007,-105.08,39.8,USA,7.939524,North America
Starbucks,16635-173425,Licensed,Arvada,CO,US,80003,-105.08,39.84,USA,7.939524,North America
Starbucks,5293-808,Company Owned,Arvada,CO,US,80003,-105.08,39.84,USA,7.939524,North America
Starbucks,73931-102079,Licensed,Arvada,CO,US,80007,-105.17,39.81,USA,7.939524,North America
Starbucks,16857-176084,Licensed,Arvada,CO,US,80003,-105.05,39.81,USA,7.939524,North America
