State,City,Postcode,State Population Rank,Household Income,Median Age,Population,Race White,Starbucks Count
MA,ERVING,01344,23,58125,40.5,1559,1471,273
PA,YOUNGSTOWN,15696,11,58125,35.3,373,373,357
ND,SYKESTON,58486,49,58125,46.2,183,183,13
PA,GRAPEVILLE,15634,11,58125,35.1,573,573,357
GA,JULIETTE,31046,10,58117,49.8,2921,2246,326
GA,FLINTSTONE,30725,10,58110,42.3,4090,3772,326
WA,PALOUSE,99161,6,58107,43.9,1436,1393,757
NE,PONCA,68770,38,58100,39.8,1538,1507,58
MS,LAKE CORMORANT,38641,39,58098,36.7,2399,1930,32
OH,RAWSON,45881,7,58097,46.9,1487,1429,377
IL,HEBRON,60034,5,58095,43.4,1872,1716,575
CA,MIDDLETOWN,95461,1,58091,51.9,3298,2910,2821
NY,KIRKVILLE,13082,4,58077,45.2,4511,4345,645
NY,JAMAICA,11434,4,58076,36.6,65892,1852,645
IA,CASCADE,52033,32,58071,40.2,3087,3077,89
WI,ROCK SPRINGS,53961,22,58056,41.8,821,808,145
NE,DUNBAR,68346,38,58056,45.5,478,478,58
MN,STEWARTVILLE,55976,20,58056,39.4,7670,7378,184
KS,LEBO,66856,29,58056,42,1728,1662,94
NH,SWANZEY,03446,46,58048,44.6,6149,5835,29
CT,NAUGATUCK,06770,30,58046,39.7,31831,26906,123
MN,EAST GRAND FORKS,56721,20,58045,35.1,10071,9292,184
OH,CASSTOWN,45312,7,58042,41.6,1501,1492,377
TX,RINGGOLD,76261,2,58036,47.8,298,261,1042
NE,DILLER,68342,38,58036,47.6,429,424,58
NY,SUMMITVILLE,12781,4,58036,49.5,229,214,645
IL,ODELL,60460,5,58029,43.5,1354,1342,575
VA,BIG ISLAND,24526,9,58029,53.2,1092,1042,432
IL,GALENA,61036,5,58024,54.9,6607,6494,575
NJ,MAPLE SHADE,08052,18,58022,38,19085,14873,261
PA,MANORVILLE,16238,11,58021,41.3,403,395,357
NE,PETERSBURG,68652,38,58021,50.1,701,700,58
OH,VERSAILLES,45380,7,58021,39.5,5208,5178,377
CO,OHIO CITY,81237,13,58021,49.2,123,123,481
OH,BERGHOLZ,43908,7,58015,40.9,1518,1509,377
NE,BELLWOOD,68624,38,58015,46,1194,1140,58
PA,NEW ENTERPRISE,16664,11,58009,40.5,2046,2011,357
NH,INTERVALE,03845,46,58007,40.1,1324,1324,29
IA,MANCHESTER,52057,32,58002,45.5,7549,7409,89
WV,TROY,26443,47,58000,47.4,247,227,25
IN,UNIONDALE,46791,16,58000,37.4,1027,1014,221
SD,BLUNT,57522,43,58000,51.3,387,366,25
TX,PORT O CONNOR,77982,2,57991,35.5,923,917,1042
NC,CASTLE HAYNE,28429,12,57990,37.6,8697,6394,338
WI,KIEL,53042,22,57984,42.2,6923,6774,145
ND,MONTPELIER,58472,49,57981,43.2,400,388,13
IL,HARDIN,62047,5,57981,46.9,1751,1725,575
MO,TROY,63379,21,57979,35.7,23958,22813,188
KS,HARVEYVILLE,66431,29,57974,54.4,560,540,94
NC,NEW HILL,27562,12,57969,39.3,1565,1298,338
IA,LA PORTE CITY,50651,32,57969,42.3,3489,3442,89
VT,ALBURGH,05440,51,57969,44.4,1713,1673,8
IA,MONTICELLO,52310,32,57958,42.5,6445,6377,89
MT,SOMERS,59932,42,57955,45.7,1444,1382,36
MI,NEW ERA,49446,14,57950,41.5,2408,2288,283
TN,BELL BUCKLE,37020,19,57950,35.1,5506,5133,180
CA,HYDESVILLE,95547,1,57946,42.5,1265,1180,2821
IN,RICHLAND,47634,16,57946,40.8,2327,2320,221
MI,COLUMBUS,48063,14,57941,42.9,4009,3871,283
ME,LITCHFIELD,04350,48,57935,45.9,3589,3529,30
DE,FELTON,19943,45,57934,37.3,12548,9910,25
WV,POWELLTON,25161,47,57917,35.9,330,330,25
MN,DUNNELL,56127,20,57917,49.8,388,387,184
IA,DICKENS,51333,32,57917,47.4,419,419,89
NY,STUYVESANT FALLS,12174,4,57917,40.6,299,296,645
NE,WHITNEY,69367,38,57917,48.5,214,214,58
IA,WASHTA,51061,32,57917,42.1,653,644,89
NY,WEST HURLEY,12491,4,57917,53.5,1642,1547,645
IA,FENTON,50539,32,57917,42.3,602,595,89
TN,ROSSVILLE,38066,19,57917,45.8,2976,1816,180
KS,WAVERLY,66871,29,57917,44.7,1320,1256,94
ND,HOPE,58046,49,57917,51,689,689,13
KS,DELPHOS,67436,29,57917,47.5,795,753,94
OH,SWANTON,43558,7,57917,45,12446,11982,377
IL,NEPONSET,61345,5,57917,41.8,846,830,575
ND,WIMBLEDON,58492,49,57917,43.9,440,437,13
NE,HAMPTON,68843,38,57917,41.9,828,785,58
IA,TIPTON,52772,32,57911,44.6,4748,4651,89
IA,RYAN,52330,32,57904,41.5,871,870,89
MI,OTTAWA LAKE,49267,14,57903,47.4,3947,3612,283
OH,PANDORA,45877,7,57891,37.6,2159,2108,377
OK,BURNEYVILLE,73430,35,57891,45.8,1225,1123,79
IA,MECHANICSVILLE,52306,32,57889,41.3,1787,1746,89
IN,WALDRON,46182,16,57887,48.4,1298,1298,221
IL,GARDNER,60424,5,57886,41.7,2348,2271,575
VA,GWYNN,23066,9,57885,48.5,488,488,432
NC,MC LEANSVILLE,27301,12,57876,40.7,8625,5355,338
CO,KREMMLING,80459,13,57875,36.7,2681,2358,481
VA,SANDSTON,23150,9,57873,40.3,11372,8609,432
NC,MOORESVILLE,28115,12,57868,37.5,34912,29997,338
SD,SALEM,57058,43,57857,44.9,2090,2038,25
NJ,NATIONAL PARK,08063,18,57857,38,3066,2921,261
CA,NEVADA CITY,95959,1,57853,52.8,17341,15958,2821
PA,OHIOPYLE,15470,11,57851,36.5,992,989,357
ME,LIMERICK,04048,48,57850,37.1,2944,2864,30
PA,NORTH WASHINGTON,16048,11,57841,51.5,172,172,357
TX,CAMPBELL,75422,2,57841,41.9,2726,2366,1042
WI,STAR PRAIRIE,54026,22,57841,42.8,1757,1728,145
MA,ROYALSTON,01368,23,57841,47,1336,1310,273
MN,LAFAYETTE,56054,20,57841,42.7,866,862,184
OH,ROCK CREEK,44084,7,57838,45.2,3890,3827,377
SD,COLUMBIA,57433,43,57833,45.7,292,266,25
IN,WESTPOINT,47992,16,57833,41.7,1457,1443,221
PA,SLATINGTON,18080,11,57832,45.7,11326,11071,357
VA,KING WILLIAM,23086,9,57829,47.1,3082,1981,432
VA,BASTIAN,24314,9,57829,44,1640,1487,432
TX,TENNESSEE COLONY,75861,2,57829,40,8288,4916,1042
PA,COGAN STATION,17728,11,57818,45.9,5042,4811,357
MI,HASLETT,48840,14,57815,41.4,13232,12025,283
IA,LADORA,52251,32,57813,46.5,600,585,89
PA,LAKE HARMONY,18624,11,57813,48.8,625,625,357
AR,GLENCOE,72539,37,57813,45.6,208,208,55
MN,ROLLINGSTONE,55969,20,57813,43,1128,1046,184
MN,STRATHCONA,56759,20,57813,51.5,296,296,184
NE,WAUSA,68786,38,57813,47,1091,1057,58
TX,CALDWELL,77836,2,57803,41.3,11742,9332,1042
MI,NEW LOTHROP,48460,14,57800,42.8,2172,2140,283
HI,KEALAKEKUA,96750,31,57799,44,3616,922,99
CA,POPE VALLEY,94567,1,57798,49.4,552,518,2821
KS,LECOMPTON,66050,29,57798,48,1987,1781,94
MN,OAK PARK,56357,20,57798,46.3,954,924,184
IL,BEMENT,61813,5,57788,43.2,1930,1817,575
IA,ROCKFORD,50468,32,57788,42.5,1601,1559,89
IL,NEW BOSTON,61272,5,57788,46.6,1415,1377,575
WI,CUSHING,54006,22,57778,42.4,750,728,145
OH,SOMERVILLE,45064,7,57778,43.7,2930,2930,377
WI,MINERAL POINT,53565,22,57774,42.9,4849,4752,145
MN,ADRIAN,56110,20,57772,41.7,2011,1938,184
WI,MISHICOT,54228,22,57766,43.4,2762,2706,145
PA,HONEY BROOK,19344,11,57765,39.1,12204,11783,357
OH,BOTKINS,45306,7,57759,38.5,2460,2416,377
OH,MONROEVILLE,44847,7,57756,38.5,4071,4019,377
PA,CALLERY,16024,11,57750,39.2,201,193,357
IA,STOUT,50673,32,57750,39.9,191,191,89
GA,MUSELLA,31066,10,57750,41.2,1629,1014,326
TX,EVADALE,77615,2,57750,42.6,885,854,1042
PA,SNOW SHOE,16874,11,57740,40.6,1582,1578,357
NY,HAMLIN,14464,4,57736,39.4,7369,6958,645
MN,BREWSTER,56119,20,57734,41.8,1028,975,184
OR,AUMSVILLE,97325,17,57733,41.9,6963,6147,359
MO,HILLSBORO,63050,21,57731,41.9,15873,15471,188
OR,EAGLE POINT,97524,17,57730,43.3,13446,12232,359
IA,CHARLOTTE,52731,32,57727,43.1,827,808,89
TX,BECKVILLE,75631,2,57723,39.1,2796,2394,1042
NE,FARWELL,68838,38,57721,47.9,260,258,58
VA,MONROE,24574,9,57714,43.7,4475,3731,432
WI,ORFORDVILLE,53576,22,57708,40.1,2431,2338,145
ND,HEBRON,58638,49,57708,42,1106,991,13
ND,STREETER,58483,49,57708,53.9,222,216,13
SD,GAYVILLE,57031,43,57708,39.1,733,696,25
IA,HOLY CROSS,52053,32,57708,44.5,1051,1046,89
AK,SAINT PAUL ISLAND,99660,41,57708,37.9,576,69,49
AK,HOONAH,99829,41,57708,42.6,821,251,49
NH,HAVERHILL,03765,46,57708,47.2,471,471,29
NY,BRONX,10470,4,57706,38.1,14868,7223,645
WI,AMHERST,54406,22,57703,41.2,3378,3273,145
WA,EATONVILLE,98328,6,57697,45.7,9761,9182,757
GA,STATHAM,30666,10,57695,37.2,9837,7707,326
NY,PENNELLVILLE,13132,4,57688,47.6,3347,3136,645
NM,KIRTLAND,87417,34,57688,35.3,5611,1629,76
MN,MILTONA,56354,20,57688,48.4,1404,1392,184
MN,BROWNTON,55312,20,57685,44.3,1577,1515,184
DE,DAGSBORO,19939,45,57685,51.9,5944,5498,25
MO,LEOPOLD,63760,21,57679,36.1,672,672,188
MT,BROADVIEW,59015,42,57679,46.6,529,516,36
NY,NEW ROCHELLE,10805,4,57672,41.7,18799,11928,645
MD,CAPITOL HEIGHTS,20743,15,57671,36.9,38828,2267,257
PA,ORRSTOWN,17244,11,57656,41.2,2380,2312,357
TX,AZLE,76020,2,57650,44.1,26707,25515,1042
NE,VALPARAISO,68065,38,57647,45.7,1478,1440,58
IN,BREMEN,46506,16,57642,35.1,10027,9539,221
VA,SURRY,23883,9,57642,48.3,2664,1420,432
OH,DEERFIELD,44411,7,57639,40.6,2211,2211,377
AK,GUSTAVUS,99826,41,57639,52.9,496,447,49
NH,WILMOT,03287,46,57639,49,1423,1407,29
TX,ORANGE,77632,2,57635,40.7,23754,21753,1042
TN,PEGRAM,37143,19,57635,40.5,3847,3755,180
OK,WAYNOKA,73860,35,57634,42.9,1657,1587,79
AR,SUMMERS,72769,37,57629,51.4,675,607,55
VT,DANBY,05739,51,57629,44.3,1499,1482,8
IL,SEATON,61476,5,57625,39.8,603,603,575
MO,ARCHIE,64725,21,57625,36.3,2491,2264,188
VT,EAST CALAIS,05650,51,57625,44.3,1235,1179,8
PA,LANSE,16849,11,57625,50.3,350,345,357
WI,CUBA CITY,53807,22,57620,41.9,4772,4648,145
NE,ELBA,68835,38,57619,45.8,501,498,58
VT,WILLIAMSTOWN,05679,51,57616,40.2,3375,3371,8
MN,PETERSON,55962,20,57614,48.9,742,739,184
KY,CANMER,42722,26,57600,45.2,601,550,116
MI,WARREN,48088,14,57599,42.5,23110,20108,283
OH,LONDON,43140,7,57598,39.7,24424,20875,377
CA,WHITMORE,96096,1,57589,51,771,715,2821
HI,KEKAHA,96752,31,57589,43.4,3211,797,99
IN,NEW TRENTON,47035,16,57583,35.2,327,327,221
GA,STATESBORO,30461,10,57582,36.6,13427,9575,326
OH,AMANDA,43102,7,57571,36,4813,4742,377
VT,WHITE RIVER JUNCTION,05001,51,57563,43.9,9019,8711,8
IA,HOPKINTON,52237,32,57563,41.2,1346,1338,89
ND,KENMARE,58746,49,57550,49.5,1366,1287,13
IN,MOUNT VERNON,47620,16,57546,42.6,12695,12251,221
IA,WILTON,52778,32,57543,39.6,4207,4144,89
ME,ALFRED,04002,48,57543,46,7429,7260,30
FL,JACKSONVILLE,32221,3,57541,36.2,30899,19118,694
TX,HALLSVILLE,75650,2,57536,37.6,7764,7017,1042
KS,EDGERTON,66021,29,57536,36.7,2261,2208,94
PA,RED LION,17356,11,57530,40.3,21743,20488,357
PA,HOLLIDAYSBURG,16648,11,57519,47.7,15488,15002,357
GA,MACON,31220,10,57512,41.3,12847,8301,326
OH,NEW RICHMOND,45157,7,57500,42.9,9714,9530,377
IL,LONG POINT,61333,5,57500,52.9,301,296,575
CA,ZENIA,95595,1,57500,36.7,153,105,2821
MN,MILROY,56263,20,57500,44.3,489,489,184
MN,BINGHAM LAKE,56118,20,57500,43.4,382,371,184
ME,HANOVER,04237,48,57500,54.3,172,172,30
NY,ATHOL,12810,4,57500,46.5,724,717,645
PA,READING,19605,11,57500,44.4,19664,16070,357
NH,ALTON,03809,46,57500,43.9,3702,3357,29
OK,SHARON,73857,35,57500,45.8,676,604,79
PA,SHARTLESVILLE,19554,11,57500,51.8,356,356,357
CO,GREEN MOUNTAIN FALLS,80819,13,57500,50.5,741,634,481
PA,RAILROAD,17355,11,57500,40.6,216,208,357
MN,READS LANDING,55968,20,57500,52.4,117,108,184
OK,LOCO,73442,35,57500,46.6,381,282,79
IL,PETERSBURG,62675,5,57500,48.2,6236,6019,575
SD,VOLIN,57072,43,57500,44.9,565,536,25
IA,DOUGHERTY,50433,32,57500,49.8,200,200,89
IA,AVOCA,51521,32,57500,44.4,1815,1779,89
PA,ARMAGH,15920,11,57500,47.1,941,930,357
NV,VERDI,89439,24,57500,51.7,1609,1573,253
ND,PORTAL,58772,49,57500,43.5,132,124,13
MI,SWARTZ CREEK,48473,14,57500,44.1,21485,20255,283
WY,PINE BLUFFS,82082,44,57500,40.5,1677,1586,23
IN,CYNTHIANA,47612,16,57500,42.6,909,906,221
NY,ALLENTOWN,14707,4,57500,46.7,225,225,645
WI,THERESA,53091,22,57500,44.3,2040,1935,145
SD,DOLAND,57436,43,57500,48.1,431,414,25
PA,LEBANON,17042,11,57479,42.9,36829,32684,357
PA,BANGOR,18013,11,57477,43,17711,17223,357
IN,BAINBRIDGE,46105,16,57476,37,2367,2350,221
WI,SAUK CITY,53583,22,57473,40.9,5839,5666,145
OR,TURNER,97392,17,57469,42.4,5708,5106,359
OK,INOLA,74036,35,57467,39.9,6810,4913,79
PA,BEACH LAKE,18405,11,57464,47.9,2557,2443,357
NC,CHARLOTTE,28210,12,57461,36.5,45485,35162,338
MD,CHESTERTOWN,21620,15,57460,47.9,12860,10186,257
NC,PLEASANT GARDEN,27313,12,57453,43,7291,6332,338
PA,CRESCENT,15046,11,57451,44.7,2636,2490,357
OH,PAINESVILLE,44077,7,57450,39.5,55871,49122,377
OH,PEMBERVILLE,43450,7,57448,42.4,3583,3387,377
WI,BLACK CREEK,54106,22,57439,39.3,5130,4987,145
IL,APPLE RIVER,61001,5,57438,46.7,1145,1122,575
TX,GODLEY,76044,2,57431,40.1,3749,3651,1042
NY,ROSCOE,12776,4,57422,46.2,2172,2097,645
WI,SEYMOUR,54165,22,57417,40.3,7459,6961,145
CA,VALYERMO,93563,1,57417,51.9,387,264,2821
PA,ERIE,16506,11,57415,42.3,24337,23126,357
OH,HARTVILLE,44632,7,57411,42.1,9619,9268,377
NH,NORTH HAVERHILL,03774,46,57404,50.2,1716,1663,29
MN,GRAND MEADOW,55936,20,57400,40.3,1865,1765,184
WI,ELKHART LAKE,53020,22,57398,50.3,3536,3513,145
IN,DECKER,47524,16,57396,43.2,411,411,221
PA,ANNVILLE,17003,11,57394,38,11510,10844,357
MI,QUINNESEC,49876,14,57391,48,999,978,283
OH,SAINT PARIS,43072,7,57385,43.6,5688,5561,377
TX,SUTHERLAND SPRINGS,78161,2,57381,38.7,698,674,1042
NY,KERHONKSON,12446,4,57373,44,4928,4667,645
ME,TENANTS HARBOR,04860,48,57371,52.5,1709,1648,30
IA,HUBBARD,50122,32,57368,43.4,1563,1528,89
MN,RED LAKE FALLS,56750,20,57368,43.8,2371,2277,184
NY,HOMER,13077,4,57366,40.9,6895,6502,645
PA,FREEBURG,17827,11,57361,37.6,701,687,357
NC,SWANSBORO,28584,12,57358,41.9,11442,10696,338
OH,CLEVELAND,44143,7,57353,49.5,24376,16306,377
SD,CORONA,57227,43,57344,50.2,440,429,25
ID,EDEN,83325,36,57344,46.2,825,822,67
OR,ARLINGTON,97812,17,57344,40.4,847,840,359
WI,OSCEOLA,54020,22,57336,39,7167,6911,145
MN,FRAZEE,56544,20,57333,40.3,5479,5199,184
KS,LE ROY,66857,29,57333,41,1028,1005,94
IL,NEW WINDSOR,61465,5,57333,42,1278,1261,575
VA,WEEMS,22576,9,57333,51.5,1616,1069,432
VA,LANEXA,23089,9,57331,38.9,5562,4845,432
LA,ABITA SPRINGS,70420,28,57326,42.4,7964,7301,84
OH,AKRON,44319,7,57326,45.4,22592,21536,377
IA,SCHLESWIG,51461,32,57321,46.8,1092,1024,89
MT,THREE FORKS,59752,42,57321,43.4,3388,3245,36
IL,CHICAGO,60656,5,57308,40.1,28526,23632,575
MO,OAK GROVE,64075,21,57308,36.6,12088,11715,188
CA,RUNNING SPRINGS,92382,1,57307,41.9,5247,4811,2821
OH,BATAVIA,45103,7,57298,36.5,33083,31004,377
WI,MAIDEN ROCK,54750,22,57292,45.3,975,963,145
NY,EDMESTON,13335,4,57292,43.5,1606,1515,645
CO,SIMLA,80835,13,57292,45.7,889,869,481
IA,ALLISON,50602,32,57292,44.1,1745,1657,89
DE,MARYDEL,19964,45,57292,45,1331,1269,25
MN,AMBOY,56010,20,57292,50.3,1136,1084,184
OK,NEWALLA,74857,35,57281,42.1,8157,7248,79
KY,FOSTER,41043,26,57277,42.8,1743,1743,116
MI,HARRISON TOWNSHIP,48045,14,57276,44.9,24817,21750,283
RI,NEWPORT,02840,50,57275,37.8,23171,19458,27
NY,AVON,14414,4,57273,42.1,7009,6669,645
WY,DEVILS TOWER,82714,44,57273,47.2,146,146,23
IL,CHILLICOTHE,61523,5,57273,43,11311,11006,575
UT,SALT LAKE CITY,84103,27,57270,36.2,21869,18921,101
IL,MELROSE PARK,60164,5,57270,35.3,22035,14916,575
IA,WALCOTT,52773,32,57269,45.6,2083,2047,89
NC,ROSMAN,28772,12,57269,53.1,1311,1277,338
PA,NEW OXFORD,17350,11,57257,42,13009,11709,357
IA,CYLINDER,50528,32,57250,51.9,349,349,89
SD,ESTELLINE,57234,43,57250,35.9,1430,1317,25
UT,MANILA,84046,27,57250,43.9,521,501,101
PA,WESTON,18256,11,57250,49.6,389,355,357
ME,WELLS,04090,48,57250,53.3,9869,9683,30
WA,KALAMA,98625,6,57250,42.4,6514,6234,757
WI,PALMYRA,53156,22,57250,43,2979,2814,145
TN,CASTALIAN SPRINGS,37031,19,57246,38.7,4399,4298,180
WA,CASTLE ROCK,98611,6,57241,42.3,10082,9421,757
TX,JOHNSON CITY,78636,2,57230,50.8,4066,3985,1042
VA,HUDDLESTON,24104,9,57224,48.9,3771,3399,432
VT,FRANKLIN,05457,51,57216,43.9,1448,1404,8
IN,MOORESVILLE,46158,16,57213,43.5,22552,22291,221
NY,BRONX,10469,4,57207,38.1,72732,14297,645
OK,HARRAH,73045,35,57200,38.8,10224,8871,79
IN,CLAYPOOL,46510,16,57194,40.3,3666,3605,221
OH,WAKEMAN,44889,7,57192,45.1,6622,6499,377
AR,PRIM,72130,37,57188,36,738,711,55
TX,HANKAMER,77560,2,57188,44,682,396,1042
MN,KENT,56553,20,57188,47.5,271,264,184
VT,EAST THETFORD,05043,51,57188,45.8,695,676,8
SD,OELRICHS,57763,43,57188,49.5,293,275,25
TX,LIPSCOMB,79056,2,57188,53,64,59,1042
TX,ANDERSON,77830,2,57188,43,2708,2156,1042
OH,HAMLER,43524,7,57188,41.4,1240,1162,377
NY,HOOSICK FALLS,12090,4,57181,41,6273,6150,645
IA,JANESVILLE,50647,32,57173,44.5,1740,1729,89
WV,GLEN EASTON,26039,47,57159,48,921,921,25
PA,ELIZABETH,15037,11,57159,48.1,11041,10672,357
TX,BELLS,75414,2,57159,43.9,3262,2962,1042
IA,DELHI,52223,32,57159,39.6,1608,1606,89
PA,DALLASTOWN,17313,11,57157,44.3,11018,10372,357
MI,ALMONT,48003,14,57155,43.1,5911,5723,283
AR,MARBLE FALLS,72648,37,57153,52.7,728,720,55
IL,ELLSWORTH,61737,5,57153,37.2,720,715,575
NH,WEST OSSIPEE,03890,46,57153,51.3,323,308,29
MN,PRINCETON,55371,20,57148,38.4,16612,15906,184
FL,GLEN SAINT MARY,32040,3,57147,38.3,7008,6652,694
NH,LEBANON,03766,46,57147,39.9,9523,8511,29
IL,BRACEVILLE,60407,5,57143,35.3,1940,1890,575
MN,DONNELLY,56235,20,57143,47.6,544,532,184
NV,ELY,89301,24,57143,39.8,7547,6349,253
IL,MEDORA,62063,5,57135,44.4,1161,1144,575
PA,NEW COLUMBIA,17856,11,57132,44.5,3428,3428,357
NY,MASPETH,11378,4,57127,39.2,31756,24637,645
IN,MULBERRY,46058,16,57125,42.7,2249,2222,221
PA,SUMMERDALE,17093,11,57120,39.9,1099,939,357
NV,GOLCONDA,89414,24,57120,50.5,359,345,253
NE,PALMER,68864,38,57115,37.4,1267,1220,58
VT,SHARON,05065,51,57115,44.6,1090,1074,8
VA,ROSELAND,22967,9,57109,45.2,1762,1550,432
IA,INDIANOLA,50125,32,57101,36.6,19609,18915,89
VA,DUTTON,23050,9,57101,41.3,853,699,432
KS,BURRTON,67020,29,57097,39.9,1825,1767,94
IA,GARWIN,50632,32,57083,50.2,947,929,89
KS,FORD,67842,29,57083,37.5,556,506,94
NY,ELBRIDGE,13060,4,57083,46.6,2808,2724,645
TX,STOCKDALE,78160,2,57083,37.9,4545,4301,1042
MN,LUCAN,56255,20,57083,45.7,363,362,184
MN,WARSAW,55087,20,57083,39.6,413,383,184
IL,ROANOKE,61561,5,57083,45.2,2736,2704,575
PA,ELMORA,15737,11,57083,37.8,110,110,357
GA,AUBURN,30011,10,57063,35.9,14600,11407,326
MN,PLAINVIEW,55964,20,57061,36.5,4343,4294,184
MD,ABERDEEN,21001,15,57056,38.2,23520,14418,257
IA,LETTS,52754,32,57056,45.2,1330,1321,89
MN,IRON,55751,20,57056,46.3,1508,1441,184
PA,CHESWICK,15024,11,57052,48.3,8799,8286,357
WY,POWELL,82435,44,57052,37.1,11981,11331,23
MI,BROOKLYN,49230,14,57051,48.5,10316,10071,283
IA,LESTER,51242,32,57045,40.6,226,216,89
MN,GREENBUSH,56726,20,57045,39.1,1765,1709,184
IL,MORO,62067,5,57045,46.7,2460,2394,575
KS,OXFORD,67119,29,57045,46.6,1578,1510,94
NM,CARLSBAD,88220,34,57043,37.5,35241,31890,76
ME,SMITHFIELD,04978,48,57042,47.9,760,745,30
MI,POTTERVILLE,48876,14,57034,41.2,3966,3739,283
NJ,BRIGANTINE,08203,18,57031,50.9,9347,8515,261
MO,MEADVILLE,64659,21,57031,35.6,949,933,188
NY,ALMA,14708,4,57031,42.1,164,164,645
MD,WILLIAMSPORT,21795,15,57028,46.1,9291,8786,257
MI,GOODELLS,48027,14,57025,45.3,3208,3085,283
IN,WAKARUSA,46573,16,57025,42.7,3534,3488,221
NY,IRVING,14081,4,57019,46.3,3183,1838,645
CA,FULTON,95439,1,57019,45.2,779,509,2821
MA,CHESTERFIELD,01012,23,57019,51.2,539,532,273
AR,ALMYRA,72003,37,57019,35.1,908,859,55
AK,TALKEETNA,99676,41,57014,46.3,1372,1262,49
NY,ELLISBURG,13636,4,57000,38.8,278,271,645
NY,SALEM,12865,4,57000,46.7,3833,3653,645
NE,HOLSTEIN,68950,38,57000,45.1,446,434,58
NY,CAYUGA,13034,4,57000,45.5,1896,1860,645
TX,BULLARD,75757,2,57000,40.8,11246,10321,1042
WV,CHARLESTON,25313,47,56989,35.6,13027,11903,25
CO,LAKE CITY,81235,13,56979,53,740,726,481
IL,CAMARGO,61919,5,56974,47.6,975,973,575
IL,BEASON,62512,5,56974,41.8,321,312,575
NY,SCOTTSVILLE,14546,4,56974,42.4,5005,4291,645
OH,MARENGO,43334,7,56972,45.1,7000,6855,377
ND,OAKES,58474,49,56972,42.2,2787,2730,13
WV,ASHFORD,25009,47,56971,43.3,1224,1224,25
HI,ANAHOLA,96703,31,56964,37.3,2162,409,99
PA,RICHLAND,17087,11,56964,36.1,3037,3017,357
MI,VULCAN,49892,14,56964,51,1939,1873,283
IA,COLO,50056,32,56964,39.5,1428,1388,89
VT,RIPTON,05766,51,56964,43.9,606,597,8
TX,NEMO,76070,2,56957,51.8,656,595,1042
KS,NORTH NEWTON,67117,29,56953,46.1,1782,1619,94
NC,GRANDY,27939,12,56950,35.8,2592,2249,338
IL,BLUFORD,62814,5,56944,39.7,2118,2035,575
SD,ETHAN,57334,43,56944,40.7,829,827,25
MA,GREAT BARRINGTON,01230,23,56933,48.9,8048,7013,273
NY,CHAFFEE,14030,4,56932,48.2,1595,1582,645
PA,GRANTVILLE,17028,11,56932,45.6,3460,3315,357
VA,CONCORD,24538,9,56932,47.4,4536,3418,432
IN,LA CROSSE,46348,16,56932,42.6,1026,1012,221
IL,ARLINGTON,61312,5,56932,44.7,448,430,575
OH,CHANDLERSVILLE,43727,7,56932,43.8,1175,1168,377
NC,FLEETWOOD,28626,12,56927,50.5,2472,2414,338
IL,STEELEVILLE,62288,5,56917,39.3,3044,3018,575
FL,SARASOTA,34233,3,56915,51.2,17849,17127,694
IA,WEVER,52658,32,56908,53.4,867,867,89
IL,CLAREMONT,62421,5,56905,38.7,809,774,575
TX,SAN ANTONIO,78239,2,56898,38.2,28353,19824,1042
OH,ROBERTSVILLE,44670,7,56894,39.6,380,380,377
IN,HOBART,46342,16,56881,39.3,30972,26849,221
IA,SHELBY,51570,32,56875,39.3,884,872,89
NH,FITZWILLIAM,03447,46,56875,47.5,2507,2385,29
KS,NEW CAMBRIA,67470,29,56875,44.5,552,548,94
ID,PARIS,83261,36,56875,48.6,498,493,67
MN,WENDELL,56590,20,56875,53.5,344,344,184
TX,STREETMAN,75859,2,56875,40.7,2044,1771,1042
KS,SOLOMON,67480,29,56875,39.8,1883,1841,94
MN,PENGILLY,55775,20,56875,54.2,1202,1154,184
CA,MADISON,95653,1,56875,41,599,333,2821
AR,TRASKWOOD,72167,37,56875,38,1483,1483,55
MN,ADAMS,55909,20,56875,45.6,1337,1316,184
ND,HAGUE,58542,49,56875,47.8,294,294,13
NE,ATLANTA,68923,38,56875,37.7,104,104,58
NY,SACKETS HARBOR,13685,4,56875,38.1,2368,2200,645
OH,SOUTHINGTON,44470,7,56875,45.4,3830,3808,377
SD,IROQUOIS,57353,43,56875,42.6,742,742,25
IA,WOOLSTOCK,50599,32,56875,46.5,424,416,89
CA,GRASS VALLEY,95949,1,56866,53,19575,18532,2821
WI,LITTLE CHUTE,54140,22,56861,38.6,9043,8682,145
PA,NEW HOLLAND,17557,11,56857,38.3,14582,13744,357
TX,BRIGGS,78608,2,56856,42.2,462,462,1042
WA,TAHUYA,98588,6,56855,51.1,1711,1599,757
IN,SWEETSER,46987,16,56850,45.9,705,692,221
VA,LOUISA,23093,9,56848,43.7,12814,9704,432
OH,BELLEVUE,44811,7,56848,41.5,12648,12336,377
NJ,OAKLYN,08107,18,56838,37.2,13046,9051,261
CA,EL DORADO,95623,1,56825,44.1,4215,3907,2821
SD,TRENT,57065,43,56818,40.5,434,420,25
IA,OKOBOJI,51355,32,56818,53.2,850,829,89
WI,LA VALLE,53941,22,56815,41.4,3163,3123,145
NC,GASTONIA,28056,12,56812,39.9,32973,26965,338
LA,LOCKPORT,70374,28,56810,36.3,7283,6130,84
